Listing Id,Website,Name,Price,Price Type Tag,Bed,Bath,SQFT,PSF ($),Address,Google Map Link,Area Code,Nearby Stations,Furnishing,TOP,Floor Level,Currently Tenanted,Maintenance Fee,House features,Loan Amount,Upfront Cost,Interst Rate Applied,Monthly Mortgage (2%),Monthly Mortgage,Monthly Principal,Monthly Interest,Avg Rental,Rental Yield,Cashflow,Profitable
23461519,https://www.propertyguru.com.sg/listing/23461519,Hillion Residences,750000,VIEW TO OFFER,1,1,463,1619.87,Jelebu Road 677000 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/Jelebu+Road+677000+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,4 mins (310 m) to DT1 Bukit Panjang MRT / 4 mins (310 m) to BP6 Bukit Panjang LRT / 5 mins (360 m) to BP13 Senja LRT,Partially Furnished,2018,High Floor,No,,Air-Conditioning / Balcony / Bathtub / Bombshelter / City View / Cooker Hob/Hood / Fridge / Park / Greenery View / High Floor / Intercom / Living Room Furniture / Washing Machine,562500,187500,1.5 %,2079,1941,1255,686,2569.0,0.04,628.0,True
23392950,https://www.propertyguru.com.sg/listing/23392950,The Hillier,750000,NEGOTIABLE,1,1,506,1482.21,6 Hillview Rise 667980 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/6+Hillview+Rise+667980+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,5 mins (340 m) to DT3 Hillview MRT / 8 mins (620 m) to DT2 Cashew MRT,Fully Furnished,2016,Middle Floor,"Until 11 May, 2022",,Air-Conditioning / Bed / Cooker Hob/Hood / Dining Room Furniture / Fridge / Intercom / Living Room Furniture / Washing Machine / Water Heater,562500,187500,1.5 %,2079,1941,1255,686,2190.0,0.04,249.0,True
23358823,https://www.propertyguru.com.sg/listing/23358823,Kingsford Hillview Peak,750000,,1,1,549,1366.12,101 Hillview Rise 667981 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/101+Hillview+Rise+667981+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,7 mins (510 m) to DT2 Cashew MRT / 11 mins (790 m) to DT3 Hillview MRT,Fully Furnished,2016,High Floor,No,,Air-Conditioning / Balcony / Corner Unit / Dryer / Fridge / Park / Greenery View / High Floor / Intercom / Oven / Microwave / Renovated / Washing Machine / Water Heater,562500,187500,1.5 %,2079,1941,1255,686,2010.0,0.03,69.0,True
23392922,https://www.propertyguru.com.sg/listing/23392922,Suites @ Katong,750000,VIEW TO OFFER,1,1,388,1932.99,263 Tanjong Katong Road 437050 East Coast / Marine Parade (D15),https://www.google.com/maps/search/263+Tanjong+Katong+Road+437050+East+Coast+/+Marine+Parade+(D15),D15,10 mins (760 m) to CC8 Dakota MRT / 13 mins (990 m) to TE25 Tanjong Katong MRT,Partially Furnished,2013,Low Floor,"Until 7 Oct, 2021",,Air-Conditioning / Balcony / Bed / Cooker Hob/Hood / Fridge / Intercom / Washing Machine / Water Heater,562500,187500,1.5 %,2079,1941,1255,686,1915.0,0.03,-26.0,False
23604393,https://www.propertyguru.com.sg/listing/23604393,Kingsford Hillview Peak,750000,NEGOTIABLE,1,1,527,1423.15,105 Hillview Rise 667968 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/105+Hillview+Rise+667968+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,6 mins (430 m) to DT3 Hillview MRT / 8 mins (580 m) to DT2 Cashew MRT,,2016,Low Floor,No,,Air-Conditioning / Balcony / Cooker Hob/Hood / Park / Greenery View / Low Floor / Swimming Pool View / Renovated / Water Heater,562500,187500,1.5 %,2079,1941,1255,686,2010.0,0.03,69.0,True
23477251,https://www.propertyguru.com.sg/listing/23477251,The Tennery,750000,VIEW TO OFFER,1,1,614,1221.5,5A Woodlands Road 677728 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/5A+Woodlands+Road+677728+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,3 mins (240 m) to DT1 Bukit Panjang MRT / 3 mins (240 m) to BP6 Bukit Panjang LRT / 4 mins (310 m) to BP5 Phoenix LRT,,2013,High Floor,No,,Air-Conditioning / Park / Greenery View / High Floor,562500,187500,1.5 %,2079,1941,1255,686,2025.0,0.03,84.0,True
22448991,https://www.propertyguru.com.sg/listing/22448991,Hillion Residences,750000,NEGOTIABLE,1,1,463,1619.87,12 Jelebu Road 677673 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/12+Jelebu+Road+677673+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,4 mins (310 m) to DT1 Bukit Panjang MRT / 4 mins (310 m) to BP6 Bukit Panjang LRT / 5 mins (360 m) to BP13 Senja LRT,Partially Furnished,2018,High Floor,No,,Air-Conditioning / Balcony / Bed / Cooker Hob/Hood / Fridge / High Floor / Living Room Furniture / Washing Machine / Water Heater,562500,187500,1.5 %,2079,1941,1255,686,2569.0,0.04,628.0,True
20753575,https://www.propertyguru.com.sg/listing/20753575,Kingsford Hillview Peak,750000,NEGOTIABLE,1,1,517,1450.68,103 Hillview Rise 667982 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/103+Hillview+Rise+667982+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,7 mins (510 m) to DT2 Cashew MRT / 11 mins (790 m) to DT3 Hillview MRT,,2016,High Floor,"Until 30 Apr, 2022",S$ 0.00 /mo,24 hours security,562500,187500,1.5 %,2079,1941,1255,686,2010.0,0.03,69.0,True
23604805,https://www.propertyguru.com.sg/listing/23604805,Kingsford Hillview Peak,750000,NEGOTIABLE,1,1,527,1423.15,105 Hillview Rise 667968 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/105+Hillview+Rise+667968+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,6 mins (430 m) to DT3 Hillview MRT / 8 mins (580 m) to DT2 Cashew MRT,Partially Furnished,2016,Middle Floor,No,,Air-Conditioning / Balcony / Bed / Cooker Hob/Hood / Fridge / Swimming Pool View / Renovated / Walk-in-wardrobe / Washing Machine / Water Heater,562500,187500,1.5 %,2079,1941,1255,686,2010.0,0.03,69.0,True
23604813,https://www.propertyguru.com.sg/listing/23604813,Kingsford Hillview Peak,750000,,1,1,527,1423.15,105 Hillview Rise 667968 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/105+Hillview+Rise+667968+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,6 mins (430 m) to DT3 Hillview MRT / 8 mins (580 m) to DT2 Cashew MRT,Fully Furnished,2016,Low Floor,No,S$ 250.00 /mo,Air-Conditioning / Audio System / Bed / Cooker Hob/Hood / Dining Room Furniture / Dishwasher / Dryer / Fridge / Park / Greenery View / Internet Connection / Iron / Ironing Board / Kitchen Utensils / Low Floor / Living Room Furniture / Oven / Microwave / Renovated / Television / Vacuum Cleaner / Walk-in-wardrobe / Washing Machine / Water Heater,562500,187500,1.5 %,2079,1941,1255,686,2010.0,0.03,69.0,True
23540163,https://www.propertyguru.com.sg/listing/23540163,Hillion Residences,750000,NEGOTIABLE,1,1,463,1619.87,12 Jelebu Road 677673 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/12+Jelebu+Road+677673+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,4 mins (310 m) to DT1 Bukit Panjang MRT / 4 mins (310 m) to BP6 Bukit Panjang LRT / 5 mins (360 m) to BP13 Senja LRT,Partially Furnished,2018,High Floor,No,,Air-Conditioning / Balcony / Cooker Hob/Hood / High Floor,562500,187500,1.5 %,2079,1941,1255,686,2569.0,0.04,628.0,True
23603390,https://www.propertyguru.com.sg/listing/23603390,Kingsford Hillview Peak,750000,NEGOTIABLE,1,1,527,1423.15,105 Hillview Rise 667968 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/105+Hillview+Rise+667968+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,6 mins (430 m) to DT3 Hillview MRT / 8 mins (580 m) to DT2 Cashew MRT,Partially Furnished,2016,Middle Floor,No,S$ 250.00 /mo,Air-Conditioning / Balcony / Cooker Hob/Hood / Fridge / Intercom / Washing Machine / Water Heater,562500,187500,1.5 %,2079,1941,1255,686,2010.0,0.03,69.0,True
23601405,https://www.propertyguru.com.sg/listing/23601405,Kingsford Hillview Peak,750000,VIEW TO OFFER,1,1,527,1423.15,105 Hillview Rise 667968 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/105+Hillview+Rise+667968+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,6 mins (430 m) to DT3 Hillview MRT / 8 mins (580 m) to DT2 Cashew MRT,,2016,Middle Floor,No,,Air-Conditioning / Balcony / Cooker Hob/Hood / Park / Greenery View / Intercom / Renovated / Water Heater,562500,187500,1.5 %,2079,1941,1255,686,2010.0,0.03,69.0,True
23593938,https://www.propertyguru.com.sg/listing/23593938,Spazio @ Kovan,750000,VIEW TO OFFER,1,1,484,1549.59,767 Upper Serangoon Road 534635 Hougang / Punggol / Sengkang (D19),https://www.google.com/maps/search/767+Upper+Serangoon+Road+534635+Hougang+/+Punggol+/+Sengkang+(D19),D19,10 mins (750 m) to CC13/NE12 Serangoon MRT / 13 mins (980 m) to NE13 Kovan MRT,,2017,Middle Floor,No,,Air-Conditioning / Cooker Hob/Hood / Corner Unit / Swimming Pool View / Renovated / Water Heater,562500,187500,1.5 %,2079,1941,1255,686,2185.0,0.03,244.0,True
23597275,https://www.propertyguru.com.sg/listing/23597275,Presto @ Upper Serangoon,750000,,1,1,431,1740.14,528 Upper Serangoon Road 534543 Hougang / Punggol / Sengkang (D19),https://www.google.com/maps/search/528+Upper+Serangoon+Road+534543+Hougang+/+Punggol+/+Sengkang+(D19),D19,7 mins (510 m) to CC13/NE12 Serangoon MRT / 10 mins (740 m) to NE11 Woodleigh MRT / 13 mins (950 m) to CC12 Bartley MRT,Unfurnished,2016,Low Floor,No,,Air-Conditioning / Balcony / Cooker Hob/Hood / Corner Unit / Park / Greenery View / Intercom / Water Heater,562500,187500,1.5 %,2079,1941,1255,686,1924.0,0.03,-17.0,False
22947937,https://www.propertyguru.com.sg/listing/22947937,Kingsford Hillview Peak,750000,,1,1,517,1450.68,105 Hillview Rise 667968 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/105+Hillview+Rise+667968+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,6 mins (430 m) to DT3 Hillview MRT / 8 mins (580 m) to DT2 Cashew MRT,Partially Furnished,2016,Middle Floor,"Until 27 Apr, 2021",,Air-Conditioning / Balcony / Bombshelter / Dining Room Furniture / Fridge / Park / Greenery View / Intercom / Oven / Microwave / Renovated / Washing Machine / Water Heater,562500,187500,1.5 %,2079,1941,1255,686,2010.0,0.03,69.0,True
22053259,https://www.propertyguru.com.sg/listing/22053259,Urban Vista,750000,VIEW TO OFFER,1,1,441,1700.68,2 Tanah Merah Kechil Link 465417 Bedok / Upper East Coast (D16),https://www.google.com/maps/search/2+Tanah+Merah+Kechil+Link+465417+Bedok+/+Upper+East+Coast+(D16),D16,3 mins (260 m) to CG/EW4 Tanah Merah MRT,Partially Furnished,2016,High Floor,No,,Air-Conditioning / Balcony / Cooker Hob/Hood / High Floor / Oven / Microwave / Washing Machine / Water Heater,562500,187500,1.5 %,2079,1941,1255,686,1880.0,0.03,-61.0,False
23379504,https://www.propertyguru.com.sg/listing/23379504,Archipelago,750000,NEGOTIABLE,1,1,527,1423.15,517 Bedok Reservoir Road 479275 Bedok / Upper East Coast (D16),https://www.google.com/maps/search/517+Bedok+Reservoir+Road+479275+Bedok+/+Upper+East+Coast+(D16),D16,6 mins (420 m) to DT29 Bedok North MRT,Fully Furnished,2015,Low Floor,No,,Air-Conditioning / Bed / Cable TV / Cooker Hob/Hood / Dining Room Furniture / Fridge / Park / Greenery View / Living Room Furniture / Renovated / Television / Washing Machine / Water Heater,562500,187500,1.5 %,2079,1941,1255,686,2020.0,0.03,79.0,True
23303009,https://www.propertyguru.com.sg/listing/23303009,The Panorama,750000,,1,1,452,1659.29,Ang Mo Kio Avenue 2 569000 Ang Mo Kio / Bishan / Thomson (D20),https://www.google.com/maps/search/Ang+Mo+Kio+Avenue+2+569000+Ang+Mo+Kio+/+Bishan+/+Thomson+(D20),D20,5 mins (410 m) to TE6 Mayflower MRT / 13 mins (970 m) to TE5 Lentor MRT,Fully Furnished,2019,Middle Floor,"Until 10 Jun, 2022",,Air-Conditioning / Balcony / Bed / Cooker Hob/Hood / Corner Unit / Dryer / Fridge / Living Room Furniture / Renovated / Television / Washing Machine,562500,187500,1.5 %,2079,1941,1255,686,1925.0,0.03,-16.0,False
21738797,https://www.propertyguru.com.sg/listing/21738797,Hillion Residences,750000,NEGOTIABLE,1,1,463,1619.87,12 Jelebu Road 677673 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/12+Jelebu+Road+677673+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,4 mins (310 m) to DT1 Bukit Panjang MRT / 4 mins (310 m) to BP6 Bukit Panjang LRT / 5 mins (360 m) to BP13 Senja LRT,Partially Furnished,2018,Middle Floor,No,,Air-Conditioning / Balcony / Cooker Hob/Hood / Intercom / Original Condition / Water Heater,562500,187500,1.5 %,2079,1941,1255,686,2569.0,0.04,628.0,True
22387343,https://www.propertyguru.com.sg/listing/22387343,Bartley Residences,750000,NEGOTIABLE,1,1,463,1619.87,5 Lorong How Sun 536562 Hougang / Punggol / Sengkang (D19),https://www.google.com/maps/search/5+Lorong+How+Sun+536562+Hougang+/+Punggol+/+Sengkang+(D19),D19,2 mins (140 m) to CC12 Bartley MRT / 13 mins (970 m) to CC13/NE12 Serangoon MRT,Partially Furnished,2015,High Floor,No,,Air-Conditioning / Balcony / Swimming Pool View,562500,187500,1.5 %,2079,1941,1255,686,2043.0,0.03,102.0,True
22486011,https://www.propertyguru.com.sg/listing/22486011,Hillion Residences,750000,NEGOTIABLE,1,1,463,1619.87,12 Jelebu Road 677673 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/12+Jelebu+Road+677673+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,4 mins (310 m) to DT1 Bukit Panjang MRT / 4 mins (310 m) to BP6 Bukit Panjang LRT / 5 mins (360 m) to BP13 Senja LRT,,2018,High Floor,"Until 30 Sep, 2021",,Gymnasium room / Jogging track / Lap pool / Main entrance / Spa pool / Tennis courts,562500,187500,1.5 %,2079,1941,1255,686,2569.0,0.04,628.0,True
23184209,https://www.propertyguru.com.sg/listing/23184209,The Merlot,750000,NEGOTIABLE,1,1,517,1450.68,101 Keng Lee Road 219261 Farrer Park / Serangoon Rd (D08),https://www.google.com/maps/search/101+Keng+Lee+Road+219261+Farrer+Park+/+Serangoon+Rd+(D08),D08,10 mins (730 m) to NS20 Novena MRT / 13 mins (940 m) to DT11/NS21 Newton MRT / 13 mins (940 m) to DT12/NE7 Little India MRT,Fully Furnished,2009,Low Floor,"Until 31 Mar, 2022",,Barbeque Area / Fitness corner / Fun pool / Swimming pool,562500,187500,1.5 %,2079,1941,1255,686,1990.0,0.03,49.0,True
23462674,https://www.propertyguru.com.sg/listing/23462674,The Panorama,750000,NEGOTIABLE,1,1,452,1659.29,16 Ang Mo Kio Ave 2 567699 Ang Mo Kio / Bishan / Thomson (D20),https://www.google.com/maps/search/16+Ang+Mo+Kio+Ave+2+567699+Ang+Mo+Kio+/+Bishan+/+Thomson+(D20),D20,5 mins (410 m) to TE6 Mayflower MRT / 13 mins (970 m) to TE5 Lentor MRT,Fully Furnished,2019,Low Floor,No,,Air-Conditioning / Balcony / Cooker Hob/Hood / Corner Unit / Park / Greenery View / Intercom / Renovated / Water Heater,562500,187500,1.5 %,2079,1941,1255,686,1925.0,0.03,-16.0,False
23016291,https://www.propertyguru.com.sg/listing/23016291,Thomson Three,750000,STARTING FROM,1,1,495,1515.15,41 Bright Hill Drive 573893 Ang Mo Kio / Bishan / Thomson (D20),https://www.google.com/maps/search/41+Bright+Hill+Drive+573893+Ang+Mo+Kio+/+Bishan+/+Thomson+(D20),D20,6 mins (420 m) to TE8 Upper Thomson MRT / 6 mins (480 m) to CR13/TE7 Bright Hill MRT,Partially Furnished,2017,Low Floor,"Until 30 Apr, 2022",S$ 290.00 /mo,Air-Conditioning / Cooker Hob/Hood / Intercom / Low Floor / Oven / Microwave,562500,187500,1.5 %,2079,1941,1255,686,2000.0,0.03,59.0,True
23144637,https://www.propertyguru.com.sg/listing/23144637,Sea Horizon,750000,NEGOTIABLE,2,2,775,967.74,1 Pasir Ris Drive 3 518080 Pasir Ris / Tampines (D18),https://www.google.com/maps/search/1+Pasir+Ris+Drive+3+518080+Pasir+Ris+/+Tampines+(D18),D18,13 mins (1000 m) to CR4 Pasir Ris East MRT,,2017,Middle Floor,No,,Air-Conditioning / Balcony / Cooker Hob/Hood / Intercom / Renovated / Water Heater,562500,187500,1.5 %,2079,1941,1255,686,1700.0,0.03,-241.0,False
23513514,https://www.propertyguru.com.sg/listing/23513514,The Hillier,750000,NEGOTIABLE,1,1,517,1450.68,6 Hillview Rise 667980 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/6+Hillview+Rise+667980+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,5 mins (340 m) to DT3 Hillview MRT / 8 mins (620 m) to DT2 Cashew MRT,,2016,High Floor,No,,Barbeque Area / Gymnasium room / Jacuzzi / Lap pool / Pavillion / Pool Deck / Spa pool / Tennis courts,562500,187500,1.5 %,2079,1941,1255,686,2190.0,0.04,249.0,True
23536014,https://www.propertyguru.com.sg/listing/23536014,Kingsford Hillview Peak,750134,NEGOTIABLE,1,1,517,1450.94,101 Hillview Rise 667981 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/101+Hillview+Rise+667981+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,7 mins (510 m) to DT2 Cashew MRT / 11 mins (790 m) to DT3 Hillview MRT,Fully Furnished,2016,High Floor,No,,Air-Conditioning / Balcony / Cooker Hob/Hood / Corner Unit / Park / Greenery View / High Floor / Intercom / Oven / Microwave / Renovated / Walk-in-wardrobe / Washing Machine,562600,187534,1.5 %,2079,1942,1256,686,2010.0,0.03,68.0,True
23342187,https://www.propertyguru.com.sg/listing/23342187,Hillion Residences,755000,VIEW TO OFFER,1,1,474,1592.83,Jelebu Road 677000 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/Jelebu+Road+677000+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,4 mins (310 m) to DT1 Bukit Panjang MRT / 4 mins (310 m) to BP6 Bukit Panjang LRT / 5 mins (360 m) to BP13 Senja LRT,Partially Furnished,2018,High Floor,No,,Air-Conditioning / Balcony / Cooker Hob/Hood / Corner Unit / Fridge / High Floor / Oven / Microwave / Walk-in-wardrobe / Washing Machine / Water Heater,566250,188750,1.5 %,2093,1954,1264,691,2569.0,0.04,615.0,True
23615029,https://www.propertyguru.com.sg/listing/23615029,The Cristallo,758000,NEGOTIABLE,1,1,517,1466.15,70 Lorong K Telok Kurau 425687 East Coast / Marine Parade (D15),https://www.google.com/maps/search/70+Lorong+K+Telok+Kurau+425687+East+Coast+/+Marine+Parade+(D15),D15,11 mins (830 m) to TE27 Marine Terrace MRT / 12 mins (910 m) to EW6 Kembangan MRT,,2015,Middle Floor,"Until 30 Oct, 2021",,Air-Conditioning / Balcony / Cooker Hob/Hood / Corner Unit / Park / Greenery View / Intercom / Swimming Pool View / Renovated,568500,189500,1.5 %,2101,1962,1269,693,1880.0,0.03,-82.0,False
22960454,https://www.propertyguru.com.sg/listing/22960454,The Cristallo,758000,NEGOTIABLE,1,1,517,1466.15,72 Lorong K Telok Kurau 425690 East Coast / Marine Parade (D15),https://www.google.com/maps/search/72+Lorong+K+Telok+Kurau+425690+East+Coast+/+Marine+Parade+(D15),D15,11 mins (830 m) to TE27 Marine Terrace MRT / 12 mins (910 m) to EW6 Kembangan MRT,Fully Furnished,2015,Middle Floor,No,,Air-Conditioning / Balcony / Cooker Hob/Hood / Corner Unit / Intercom / Water Heater,568500,189500,1.5 %,2101,1962,1269,693,1880.0,0.03,-82.0,False
22313885,https://www.propertyguru.com.sg/listing/22313885,The Red House,758000,NEGOTIABLE,1,1,442,1714.93,63 East Coast Road 428776 East Coast / Marine Parade (D15),https://www.google.com/maps/search/63+East+Coast+Road+428776+East+Coast+/+Marine+Parade+(D15),D15,5 mins (340 m) to TE26 Marine Parade MRT / 13 mins (950 m) to TE25 Tanjong Katong MRT,Partially Furnished,2014,Middle Floor,No,,Basement car park / Drop Off Point / Lift lobby / Main entrance / 24 hours security,568500,189500,1.5 %,2101,1962,1269,693,0.0,0.0,-1962.0,False
21365666,https://www.propertyguru.com.sg/listing/21365666,The Hillier,760000,VIEW TO OFFER,1,1,517,1470.02,6 Hillview Rise 667980 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/6+Hillview+Rise+667980+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,5 mins (340 m) to DT3 Hillview MRT / 8 mins (620 m) to DT2 Cashew MRT,Partially Furnished,2016,High Floor,No,,Air-Conditioning / Balcony / Bombshelter / Cooker Hob/Hood / Park / Greenery View / High Floor / Internet Connection / Intercom / Oven / Microwave / Renovated / Washing Machine / Water Heater,570000,190000,1.5 %,2107,1967,1272,695,2190.0,0.03,223.0,True
23613193,https://www.propertyguru.com.sg/listing/23613193,City Studios,760000,NEGOTIABLE,1,0,474,1603.38,30 Race Course Lane 218745 Farrer Park / Serangoon Rd (D08),https://www.google.com/maps/search/30+Race+Course+Lane+218745+Farrer+Park+/+Serangoon+Rd+(D08),D08,4 mins (310 m) to NE8 Farrer Park MRT / 8 mins (620 m) to DT12/NE7 Little India MRT / 9 mins (650 m) to DT22 Jalan Besar MRT,Partially Furnished,2010,High Floor,No,,Air-Conditioning / Cooker Hob/Hood / Park / Greenery View / High Floor / Renovated / Water Heater,570000,190000,1.5 %,2107,1967,1272,695,1990.0,0.03,23.0,True
23568066,https://www.propertyguru.com.sg/listing/23568066,Kingsford Hillview Peak,760000,NEGOTIABLE,1,1,517,1470.02,105 Hillview Rise 667968 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/105+Hillview+Rise+667968+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,6 mins (430 m) to DT3 Hillview MRT / 8 mins (580 m) to DT2 Cashew MRT,Unfurnished,2016,Middle Floor,No,,Air-Conditioning / Balcony / Cooker Hob/Hood / Renovated / Water Heater,570000,190000,1.5 %,2107,1967,1272,695,2010.0,0.03,43.0,True
23510925,https://www.propertyguru.com.sg/listing/23510925,Kingsford Hillview Peak,760000,NEGOTIABLE,1,1,517,1470.02,105 Hillview Rise 667968 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/105+Hillview+Rise+667968+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,6 mins (430 m) to DT3 Hillview MRT / 8 mins (580 m) to DT2 Cashew MRT,Partially Furnished,2016,Middle Floor,No,S$ 250.00 /mo,Air-Conditioning / Balcony / Cooker Hob/Hood / Dryer / Fridge / Park / Greenery View / Intercom / Renovated / Washing Machine / Water Heater,570000,190000,1.5 %,2107,1967,1272,695,2010.0,0.03,43.0,True
23588809,https://www.propertyguru.com.sg/listing/23588809,Kingsford Hillview Peak,760000,NEGOTIABLE,1,1,549,1384.34,101 Hillview Rise 667981 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/101+Hillview+Rise+667981+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,7 mins (510 m) to DT2 Cashew MRT / 11 mins (790 m) to DT3 Hillview MRT,Partially Furnished,2016,High Floor,No,,Air-Conditioning / Balcony / Cooker Hob/Hood / Fridge / Park / Greenery View / High Floor / Intercom / Oven / Microwave / Renovated / Washing Machine / Water Heater,570000,190000,1.5 %,2107,1967,1272,695,2010.0,0.03,43.0,True
19779628,https://www.propertyguru.com.sg/listing/19779628,The Tennery,760000,NEGOTIABLE,1,1,614,1237.79,3 Woodlands Road 677901 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/3+Woodlands+Road+677901+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,3 mins (240 m) to DT1 Bukit Panjang MRT / 3 mins (240 m) to BP6 Bukit Panjang LRT / 4 mins (310 m) to BP5 Phoenix LRT,Fully Furnished,2013,Middle Floor,No,,Air-Conditioning / Balcony / Bed / City View / Corner Unit / Fridge / Park / Greenery View / Internet Connection / Intercom / Living Room Furniture / Renovated / Television / Water Heater,570000,190000,1.5 %,2107,1967,1272,695,2025.0,0.03,58.0,True
21985410,https://www.propertyguru.com.sg/listing/21985410,The Tennery,760000,NEGOTIABLE,1,1,614,1237.79,3 Woodlands Road 677901 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/3+Woodlands+Road+677901+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,3 mins (240 m) to DT1 Bukit Panjang MRT / 3 mins (240 m) to BP6 Bukit Panjang LRT / 4 mins (310 m) to BP5 Phoenix LRT,Fully Furnished,2013,Middle Floor,No,,Balcony / Bed / Park / Greenery View / Intercom / Living Room Furniture / Renovated / Television / Washing Machine / Water Heater,570000,190000,1.5 %,2107,1967,1272,695,2025.0,0.03,58.0,True
23538851,https://www.propertyguru.com.sg/listing/23538851,Waterfront Isle,760000,,1,1,592,1283.78,738 Bedok Reservoir Road 479265 Bedok / Upper East Coast (D16),https://www.google.com/maps/search/738+Bedok+Reservoir+Road+479265+Bedok+/+Upper+East+Coast+(D16),D16,3 mins (210 m) to DT30 Bedok Reservoir MRT,Partially Furnished,2015,High Floor,No,,Air-Conditioning / Balcony / Cooker Hob/Hood / High Floor / Renovated / Water Heater,570000,190000,1.5 %,2107,1967,1272,695,2190.0,0.03,223.0,True
23513076,https://www.propertyguru.com.sg/listing/23513076,Kingsford Hillview Peak,760000,NEGOTIABLE,1,1,517,1470.02,105 Hillview Rise 667968 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/105+Hillview+Rise+667968+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,6 mins (430 m) to DT3 Hillview MRT / 8 mins (580 m) to DT2 Cashew MRT,Partially Furnished,2016,Middle Floor,No,,Air-Conditioning / Intercom / Oven / Microwave / Water Heater,570000,190000,1.5 %,2107,1967,1272,695,2010.0,0.03,43.0,True
