Listing Id,Website,Name,Price,Price Type Tag,Bed,Bath,SQFT,PSF ($),Address,Google Map Link,Area Code,Nearby Stations,Furnishing,TOP,Floor Level,Currently Tenanted,Maintenance Fee,House features,Loan Amount,Upfront Cost,Interst Rate Applied,Monthly Mortgage (2%),Monthly Mortgage,Monthly Principal,Monthly Interest,Avg Rental,Rental Yield,Cashflow,Profitable
23477278,https://www.propertyguru.com.sg/listing/23477278,Waterfront Isle,800000,NEGOTIABLE,1,1,624,1282.05,738 Bedok Reservoir Road 479265 Bedok / Upper East Coast (D16),https://www.google.com/maps/search/738+Bedok+Reservoir+Road+479265+Bedok+/+Upper+East+Coast+(D16),D16,3 mins (210 m) to DT30 Bedok Reservoir MRT,Fully Furnished,2015,Middle Floor,"Until 25 Aug, 2021",,Air-Conditioning / Balcony / Bed / Corner Unit / Dining Room Furniture / Park / Greenery View,600000,200000,1.5 %,2218,2071,1339,732,2190.0,0.03,119.0,True
22499139,https://www.propertyguru.com.sg/listing/22499139,Hillion Residences,800000,NEGOTIABLE,1,1,463,1727.86,Jelebu Road 677000 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/Jelebu+Road+677000+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,4 mins (310 m) to DT1 Bukit Panjang MRT / 4 mins (310 m) to BP6 Bukit Panjang LRT / 5 mins (360 m) to BP13 Senja LRT,Unfurnished,2018,High Floor,No,,Air-Conditioning / Balcony / Cooker Hob/Hood / High Floor / Intercom / Swimming Pool View / Water Heater,600000,200000,1.5 %,2218,2071,1339,732,2569.0,0.04,498.0,True
23614533,https://www.propertyguru.com.sg/listing/23614533,Urban Vista,800000,STARTING FROM,2,1,560,1428.57,Tanah Merah Kechil Road 546517 Bedok / Upper East Coast (D16),https://www.google.com/maps/search/Tanah+Merah+Kechil+Road+546517+Bedok+/+Upper+East+Coast+(D16),D16,4 mins (330 m) to CG/EW4 Tanah Merah MRT,Fully Furnished,2016,Middle Floor,No,,Air-Conditioning / Balcony / Bed / Bombshelter / Cooker Hob/Hood / Fridge / Low Floor / Oven / Microwave / Renovated / Washing Machine / Water Heater,600000,200000,1.5 %,2218,2071,1339,732,2250.0,0.03,179.0,True
23315310,https://www.propertyguru.com.sg/listing/23315310,The Espira,800000,NEGOTIABLE,1,1,592,1351.35,128 Lorong L Telok Kurau 425563 East Coast / Marine Parade (D15),https://www.google.com/maps/search/128+Lorong+L+Telok+Kurau+425563+East+Coast+/+Marine+Parade+(D15),D15,8 mins (620 m) to TE27 Marine Terrace MRT / 13 mins (980 m) to EW6 Kembangan MRT,Unfurnished,2010,High Floor,"Until 28 Feb, 2022",S$ 312.00 /mo,Bombshelter / Cooker Hob/Hood / Original Condition / Water Heater,600000,200000,1.5 %,2218,2071,1339,732,2885.0,0.04,814.0,True
23318759,https://www.propertyguru.com.sg/listing/23318759,eCO,800000,NEGOTIABLE,1,1,581,1376.94,283 Bedok South Avenue 3 465460 Bedok / Upper East Coast (D16),https://www.google.com/maps/search/283+Bedok+South+Avenue+3+465460+Bedok+/+Upper+East+Coast+(D16),D16,9 mins (680 m) to CG/EW4 Tanah Merah MRT / 11 mins (830 m) to TE30 Bedok South MRT,Unfurnished,2017,High Floor,No,,Air-Conditioning / Balcony / Cooker Hob/Hood / Park / Greenery View / High Floor / Intercom / Renovated / Water Heater,600000,200000,1.5 %,2218,2071,1339,732,2090.0,0.03,19.0,True
20734197,https://www.propertyguru.com.sg/listing/20734197,eCO,800000,STARTING FROM,1,1,549,1457.19,215 Bedok South Avenue 3 469307 Bedok / Upper East Coast (D16),https://www.google.com/maps/search/215+Bedok+South+Avenue+3+469307+Bedok+/+Upper+East+Coast+(D16),D16,6 mins (470 m) to CG/EW4 Tanah Merah MRT / 12 mins (900 m) to TE30 Bedok South MRT,Partially Furnished,2017,High Floor,No,,Air-Conditioning / Balcony / Cooker Hob/Hood / Fridge / High Floor / Intercom / Oven / Microwave / Swimming Pool View / Washing Machine / Water Heater,600000,200000,1.5 %,2218,2071,1339,732,2090.0,0.03,19.0,True
23612244,https://www.propertyguru.com.sg/listing/23612244,Rosewood,800000,NEGOTIABLE,2,2,1033,774.44,13 Rosewood Drive 737940 Admiralty / Woodlands (D25),https://www.google.com/maps/search/13+Rosewood+Drive+737940+Admiralty+/+Woodlands+(D25),D25,8 mins (620 m) to NS9/TE2 Woodlands MRT / 13 mins (990 m) to TE3 Woodlands South MRT,Unfurnished,2003,High Floor,No,S$ 251.00 /mo,Air-Conditioning / Bathtub / Cooker Hob/Hood / Corner Unit / Park / Greenery View / High Floor / Water Heater,600000,200000,1.5 %,2218,2071,1339,732,2167.0,0.03,96.0,True
23405142,https://www.propertyguru.com.sg/listing/23405142,RV Point,800000,STARTING FROM,1,1,355,2253.52,233 River Valley Road 238291 Orchard / River Valley (D09),https://www.google.com/maps/search/233+River+Valley+Road+238291+Orchard+/+River+Valley+(D09),D09,4 mins (270 m) to DT20 Fort Canning MRT / 10 mins (720 m) to CC1/NE6/NS24 Dhoby Ghaut MRT / 11 mins (810 m) to NE5 Clarke Quay MRT,Fully Furnished,2014,High Floor,"Until 9 Aug, 2022",S$ 208.00 /mo,Gymnasium room / Swimming pool,600000,200000,1.5 %,2218,2071,1339,732,2297.5,0.03,226.5,True
18692094,https://www.propertyguru.com.sg/listing/18692094,Palm Isles,800000,STARTING FROM,2,2,786,1017.81,32 Flora Drive 506892 Changi Airport / Changi Village (D17),https://www.google.com/maps/search/32+Flora+Drive+506892+Changi+Airport+/+Changi+Village+(D17),D17,13 mins (970 m) to DT33 Tampines East MRT,Partially Furnished,2015,Low Floor,"Until 30 Sep, 2021",,Air-Conditioning / Balcony / Cooker Hob/Hood / Water Heater,600000,200000,1.5 %,2218,2071,1339,732,2230.0,0.03,159.0,True
23432716,https://www.propertyguru.com.sg/listing/23432716,eCO,800000,VIEW TO OFFER,1,1,581,1376.94,283 Bedok South Avenue 3 465460 Bedok / Upper East Coast (D16),https://www.google.com/maps/search/283+Bedok+South+Avenue+3+465460+Bedok+/+Upper+East+Coast+(D16),D16,9 mins (680 m) to CG/EW4 Tanah Merah MRT / 11 mins (830 m) to TE30 Bedok South MRT,Unfurnished,2017,Middle Floor,No,S$ 350.00 /mo,Air-Conditioning / Balcony / Cooker Hob/Hood / Swimming Pool View / Renovated / Walk-in-wardrobe / Water Heater,600000,200000,1.5 %,2218,2071,1339,732,2090.0,0.03,19.0,True
23315129,https://www.propertyguru.com.sg/listing/23315129,Siglap V,800000,NEGOTIABLE,1,1,517,1547.39,2 First Street 458278 East Coast / Marine Parade (D15),https://www.google.com/maps/search/2+First+Street+458278+East+Coast+/+Marine+Parade+(D15),D15,11 mins (820 m) to TE28 Siglap MRT,Fully Furnished,2014,Low Floor,"Until 21 Dec, 2021",,Air-Conditioning / Balcony / Bed / Bombshelter / Cooker Hob/Hood / Dining Room Furniture / Dryer / Fridge / Intercom / Low Floor / Living Room Furniture / Oven / Microwave / Renovated / Television / Washing Machine / Water Heater,600000,200000,1.5 %,2218,2071,1339,732,1875.0,0.03,-196.0,False
23582470,https://www.propertyguru.com.sg/listing/23582470,Casa Cambio,800000,STARTING FROM,2,1,484,1652.89,11 Lim Tua Tow Road 547736 Hougang / Punggol / Sengkang (D19),https://www.google.com/maps/search/11+Lim+Tua+Tow+Road+547736+Hougang+/+Punggol+/+Sengkang+(D19),D19,8 mins (570 m) to CC13/NE12 Serangoon MRT,Fully Furnished,2015,High Floor,No,S$ 276.00 /mo,Air-Conditioning / Balcony / Bed / Bombshelter / Cooker Hob/Hood / Corner Unit / Park / Greenery View / Oven / Microwave / Renovated / Washing Machine / Water Heater,600000,200000,1.5 %,2218,2071,1339,732,2280.0,0.03,209.0,True
23296317,https://www.propertyguru.com.sg/listing/23296317,Urban Vista,800000,STARTING FROM,2,1,560,1428.57,4 Tanah Merah Kechil Link 465418 Bedok / Upper East Coast (D16),https://www.google.com/maps/search/4+Tanah+Merah+Kechil+Link+465418+Bedok+/+Upper+East+Coast+(D16),D16,3 mins (260 m) to CG/EW4 Tanah Merah MRT,Partially Furnished,2016,Low Floor,"Until 4 Jul, 2021",S$ 231.00 /mo,Air-Conditioning / Balcony / Cooker Hob/Hood / Corner Unit / Intercom / Renovated / Water Heater,600000,200000,1.5 %,2218,2071,1339,732,2250.0,0.03,179.0,True
22067882,https://www.propertyguru.com.sg/listing/22067882,The Viridian,800000,STARTING FROM,1,1,506,1581.03,6 Jalan Ampas 329507 Balestier / Toa Payoh (D12),https://www.google.com/maps/search/6+Jalan+Ampas+329507+Balestier+/+Toa+Payoh+(D12),D12,11 mins (830 m) to NS19 Toa Payoh MRT,Fully Furnished,2014,High Floor,"Until 30 Apr, 2023",S$ 290.00 /mo,Air-Conditioning / Balcony / Bed / Cooker Hob/Hood / Dining Room Furniture / Dryer / Fridge / High Floor / Intercom / Living Room Furniture / Washing Machine / Water Heater,600000,200000,1.5 %,2218,2071,1339,732,2220.0,0.03,149.0,True
22855833,https://www.propertyguru.com.sg/listing/22855833,Ripple Bay,800000,NEGOTIABLE,2,2,775,1032.26,6 Pasir Ris Link 518161 Pasir Ris / Tampines (D18),https://www.google.com/maps/search/6+Pasir+Ris+Link+518161+Pasir+Ris+/+Tampines+(D18),D18,13 mins (980 m) to CR4 Pasir Ris East MRT,Unfurnished,2016,Low Floor,"Until 3 Jan, 2021",,Balcony / Intercom / Low Floor / Swimming Pool View,600000,200000,1.5 %,2218,2071,1339,732,2213.0,0.03,142.0,True
23607161,https://www.propertyguru.com.sg/listing/23607161,Rivervale Crest,800000,NEGOTIABLE,2,2,947,844.77,9 Rivervale Crescent 545086 Hougang / Punggol / Sengkang (D19),https://www.google.com/maps/search/9+Rivervale+Crescent+545086+Hougang+/+Punggol+/+Sengkang+(D19),D19,3 mins (200 m) to SE2 Rumbia LRT / 5 mins (350 m) to SE3 Bakau LRT / 8 mins (590 m) to SE1 Compassvale LRT,Partially Furnished,2003,High Floor,No,S$ 179.00 /mo,Air-Conditioning / Cooker Hob/Hood / High Floor / Water Heater,600000,200000,1.5 %,2218,2071,1339,732,2145.0,0.03,74.0,True
21323955,https://www.propertyguru.com.sg/listing/21323955,Hillion Residences,800000,NEGOTIABLE,1,1,474,1687.76,Jelebu Road 677000 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/Jelebu+Road+677000+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,4 mins (310 m) to DT1 Bukit Panjang MRT / 4 mins (310 m) to BP6 Bukit Panjang LRT / 5 mins (360 m) to BP13 Senja LRT,Partially Furnished,2018,Middle Floor,"Until 24 Dec, 2019",,Gymnasium room / Jogging track / Lap pool / Main entrance / Spa pool / Tennis courts,600000,200000,1.5 %,2218,2071,1339,732,2569.0,0.04,498.0,True
20209091,https://www.propertyguru.com.sg/listing/20209091,Palm Isles,800000,STARTING FROM,2,2,807,991.33,32 Flora Drive 506892 Changi Airport / Changi Village (D17),https://www.google.com/maps/search/32+Flora+Drive+506892+Changi+Airport+/+Changi+Village+(D17),D17,13 mins (970 m) to DT33 Tampines East MRT,Partially Furnished,2015,Middle Floor,No,S$ 0.00 /mo,Barbeque Area / Fitness corner / Fun pool / Function room / Gymnasium room / Lap pool / Pavillion / Playground / 24 hours security / Spa pool / Steam bath / Tennis courts,600000,200000,1.5 %,2218,2071,1339,732,2230.0,0.03,159.0,True
23553040,https://www.propertyguru.com.sg/listing/23553040,The Hillier,800000,STARTING FROM,1,1,560,1428.57,6 Hillview Rise 667980 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/6+Hillview+Rise+667980+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,5 mins (340 m) to DT3 Hillview MRT / 8 mins (620 m) to DT2 Cashew MRT,Fully Furnished,2016,Middle Floor,"Until 1 Jun, 2022",,Air-Conditioning / Balcony / Intercom / Renovated / Water Heater,600000,200000,1.5 %,2218,2071,1339,732,2190.0,0.03,119.0,True
23551406,https://www.propertyguru.com.sg/listing/23551406,Urban Vista,800000,STARTING FROM,2,1,549,1457.19,2 Tanah Merah Kechil Link 465417 Bedok / Upper East Coast (D16),https://www.google.com/maps/search/2+Tanah+Merah+Kechil+Link+465417+Bedok+/+Upper+East+Coast+(D16),D16,3 mins (260 m) to CG/EW4 Tanah Merah MRT,Partially Furnished,2016,High Floor,No,,,600000,200000,1.5 %,2218,2071,1339,732,2250.0,0.03,179.0,True
23584451,https://www.propertyguru.com.sg/listing/23584451,Bartley Residences,800000,,1,1,463,1727.86,7 Lorong How Sun 536564 Hougang / Punggol / Sengkang (D19),https://www.google.com/maps/search/7+Lorong+How+Sun+536564+Hougang+/+Punggol+/+Sengkang+(D19),D19,2 mins (140 m) to CC12 Bartley MRT / 13 mins (970 m) to CC13/NE12 Serangoon MRT,Partially Furnished,2015,High Floor,No,,Air-Conditioning / Balcony / Cooker Hob/Hood / Dryer / Fridge / High Floor / Oven / Microwave / Washing Machine / Water Heater,600000,200000,1.5 %,2218,2071,1339,732,2043.0,0.03,-28.0,False
19579633,https://www.propertyguru.com.sg/listing/19579633,Waterbank at Dakota,800000,NEGOTIABLE,1,1,484,1652.89,25 Dakota Crescent 390025 Eunos / Geylang / Paya Lebar (D14),https://www.google.com/maps/search/25+Dakota+Crescent+390025+Eunos+/+Geylang+/+Paya+Lebar+(D14),D14,3 mins (250 m) to CC8 Dakota MRT / 7 mins (560 m) to CC7 Mountbatten MRT / 13 mins (950 m) to TE24 Katong Park MRT,Unfurnished,2013,High Floor,No,,Air-Conditioning / Balcony / Cooker Hob/Hood / Intercom / Original Condition / Water Heater,600000,200000,1.5 %,2218,2071,1339,732,2715.0,0.04,644.0,True
23520941,https://www.propertyguru.com.sg/listing/23520941,Auralis,800000,NEGOTIABLE,1,1,495,1616.16,589 East Coast Road 429081 East Coast / Marine Parade (D15),https://www.google.com/maps/search/589+East+Coast+Road+429081+East+Coast+/+Marine+Parade+(D15),D15,5 mins (360 m) to TE27 Marine Terrace MRT,Partially Furnished,2013,Low Floor,"Until 25 Sep, 2021",,Barbeque Area / Fitness corner / Pavillion / Pool Deck / Playground / Swimming pool,600000,200000,1.5 %,2218,2071,1339,732,2015.0,0.03,-56.0,False
22999641,https://www.propertyguru.com.sg/listing/22999641,Ripple Bay,800000,NEGOTIABLE,2,2,775,1032.26,6 Pasir Ris Link 518161 Pasir Ris / Tampines (D18),https://www.google.com/maps/search/6+Pasir+Ris+Link+518161+Pasir+Ris+/+Tampines+(D18),D18,13 mins (980 m) to CR4 Pasir Ris East MRT,Unfurnished,2016,Low Floor,No,,Balcony / Intercom / Low Floor / Swimming Pool View,600000,200000,1.5 %,2218,2071,1339,732,2213.0,0.03,142.0,True
23413655,https://www.propertyguru.com.sg/listing/23413655,Siglap V,800000,VIEW TO OFFER,1,1,420,1904.76,2 First Street 458278 East Coast / Marine Parade (D15),https://www.google.com/maps/search/2+First+Street+458278+East+Coast+/+Marine+Parade+(D15),D15,11 mins (820 m) to TE28 Siglap MRT,Partially Furnished,2014,Low Floor,"Until 12 Mar, 2021",S$ 161.00 /mo,Air-Conditioning / Cooker Hob/Hood / Intercom / Water Heater,600000,200000,1.5 %,2218,2071,1339,732,1875.0,0.03,-196.0,False
23441432,https://www.propertyguru.com.sg/listing/23441432,My Manhattan,800000,NEGOTIABLE,1,1,581,1376.94,33 Simei Street 3 529903 Pasir Ris / Tampines (D18),https://www.google.com/maps/search/33+Simei+Street+3+529903+Pasir+Ris+/+Tampines+(D18),D18,1 mins (80 m) to EW3 Simei MRT / 11 mins (850 m) to DT34 Upper Changi MRT,Partially Furnished,2014,Low Floor,"Until 15 Jul, 2021",,Air-Conditioning / Balcony / Cooker Hob/Hood / Intercom / Low Floor / Oven / Microwave / Swimming Pool View,600000,200000,1.5 %,2218,2071,1339,732,2224.0,0.03,153.0,True
21770584,https://www.propertyguru.com.sg/listing/21770584,Ripple Bay,800000,STARTING FROM,2,2,786,1017.81,6 Pasir Ris Link 518161 Pasir Ris / Tampines (D18),https://www.google.com/maps/search/6+Pasir+Ris+Link+518161+Pasir+Ris+/+Tampines+(D18),D18,13 mins (980 m) to CR4 Pasir Ris East MRT,Partially Furnished,2016,High Floor,No,S$ 0.00 /mo,High Floor,600000,200000,1.5 %,2218,2071,1339,732,2213.0,0.03,142.0,True
21763846,https://www.propertyguru.com.sg/listing/21763846,eCO,800000,VIEW TO OFFER,1,1,635,1259.84,275 Bedok South Avenue 3 465491 Bedok / Upper East Coast (D16),https://www.google.com/maps/search/275+Bedok+South+Avenue+3+465491+Bedok+/+Upper+East+Coast+(D16),D16,9 mins (680 m) to CG/EW4 Tanah Merah MRT / 11 mins (830 m) to TE30 Bedok South MRT,Fully Furnished,2017,Middle Floor,No,S$ 0.00 /mo,Barbeque Area / Children's Playground / Clubhouse / Fitness corner / Lap pool / Multi-Storey Car Park / Pavillion / Pool Deck / Playground / Reflexology Path / Tennis courts / Wading pool,600000,200000,1.5 %,2218,2071,1339,732,2090.0,0.03,19.0,True
23583638,https://www.propertyguru.com.sg/listing/23583638,eCO,800000,,1,1,581,1376.94,283 Bedok South Avenue 3 465460 Bedok / Upper East Coast (D16),https://www.google.com/maps/search/283+Bedok+South+Avenue+3+465460+Bedok+/+Upper+East+Coast+(D16),D16,9 mins (680 m) to CG/EW4 Tanah Merah MRT / 11 mins (830 m) to TE30 Bedok South MRT,Fully Furnished,2017,Middle Floor,No,S$ 320.00 /mo,Air-Conditioning / Balcony / Bed / Cooker Hob/Hood / Dryer / Fridge / Living Room Furniture / Oven / Microwave / Renovated / Television / Washing Machine / Water Heater,600000,200000,1.5 %,2218,2071,1339,732,2090.0,0.03,19.0,True
23412646,https://www.propertyguru.com.sg/listing/23412646,Siglap V,800000,NEGOTIABLE,1,1,420,1904.76,2 First Street 458278 East Coast / Marine Parade (D15),https://www.google.com/maps/search/2+First+Street+458278+East+Coast+/+Marine+Parade+(D15),D15,11 mins (820 m) to TE28 Siglap MRT,Partially Furnished,2014,Low Floor,"Until 31 May, 2022",,Air-Conditioning / Bombshelter / Cooker Hob/Hood / Intercom / Swimming Pool View / Water Heater,600000,200000,1.5 %,2218,2071,1339,732,1875.0,0.03,-196.0,False
20691113,https://www.propertyguru.com.sg/listing/20691113,Waterfront Gold,800000,,1,1,581,1376.94,750 Bedok Reservoir Road 479256 Bedok / Upper East Coast (D16),https://www.google.com/maps/search/750+Bedok+Reservoir+Road+479256+Bedok+/+Upper+East+Coast+(D16),D16,5 mins (340 m) to DT30 Bedok Reservoir MRT,Fully Furnished,2014,High Floor,No,,Barbeque Area / Basement car park / Clubhouse / Fun pool / Gymnasium room / Lap pool / Spa pool / Tennis courts / Wading pool,600000,200000,1.5 %,2218,2071,1339,732,2290.0,0.03,219.0,True
22884478,https://www.propertyguru.com.sg/listing/22884478,One Dusun Residences,800000,STARTING FROM,2,1,484,1652.89,1 Jalan Dusun 329363 Balestier / Toa Payoh (D12),https://www.google.com/maps/search/1+Jalan+Dusun+329363+Balestier+/+Toa+Payoh+(D12),D12,9 mins (710 m) to NS19 Toa Payoh MRT / 10 mins (780 m) to NS20 Novena MRT / 13 mins (970 m) to TE10 Mount Pleasant MRT,Fully Furnished,2017,High Floor,No,,Air-Conditioning / Balcony / Bed / Bombshelter / City View / Cooker Hob/Hood / Dining Room Furniture / Dryer / Fridge / High Floor / Intercom / Living Room Furniture / Oven / Microwave / Renovated / Television / Walk-in-wardrobe / Washing Machine / Water Heater,600000,200000,1.5 %,2218,2071,1339,732,2255.0,0.03,184.0,True
23197205,https://www.propertyguru.com.sg/listing/23197205,Kingsford Hillview Peak,800000,STARTING FROM,1,1,517,1547.39,101 Hillview Rise 667981 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/101+Hillview+Rise+667981+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,7 mins (510 m) to DT2 Cashew MRT / 11 mins (790 m) to DT3 Hillview MRT,Partially Furnished,2016,Middle Floor,No,,24 hours security,600000,200000,1.5 %,2218,2071,1339,732,2010.0,0.03,-61.0,False
23433996,https://www.propertyguru.com.sg/listing/23433996,My Manhattan,800800,NEGOTIABLE,1,1,560,1430.0,33 Simei Street 3 529903 Pasir Ris / Tampines (D18),https://www.google.com/maps/search/33+Simei+Street+3+529903+Pasir+Ris+/+Tampines+(D18),D18,1 mins (80 m) to EW3 Simei MRT / 11 mins (850 m) to DT34 Upper Changi MRT,Fully Furnished,2014,Middle Floor,"Until 3 Oct, 2021",S$ 373.00 /mo,Air-Conditioning / Balcony / Bed / Bombshelter / Cooker Hob/Hood / Dining Room Furniture / Dryer / Fridge / Internet Connection / Intercom / Iron / Ironing Board / Living Room Furniture / Oven / Microwave / Swimming Pool View / Television / Vacuum Cleaner / Washing Machine / Water Heater,600600,200200,1.5 %,2220,2073,1340,732,2224.0,0.03,151.0,True
22287113,https://www.propertyguru.com.sg/listing/22287113,Vibes @ Kovan,805000,VIEW TO OFFER,2,1,571,1409.81,93 Kovan Road 548178 Hougang / Punggol / Sengkang (D19),https://www.google.com/maps/search/93+Kovan+Road+548178+Hougang+/+Punggol+/+Sengkang+(D19),D19,10 mins (720 m) to CC13/NE12 Serangoon MRT,Partially Furnished,2015,Middle Floor,"Until 25 Dec, 2021",,Barbeque Area / Swimming pool,603750,201250,1.5 %,2232,2084,1347,736,2120.0,0.03,36.0,True
23480641,https://www.propertyguru.com.sg/listing/23480641,Roots @ Transit,808000,STARTING FROM,2,1,667,1211.39,9 Transit Road 778885 Mandai / Upper Thomson (D26),https://www.google.com/maps/search/9+Transit+Road+778885+Mandai+/+Upper+Thomson+(D26),D26,10 mins (720 m) to TE4 Springleaf MRT,Unfurnished,2019,Low Floor,No,,Intercom / Low Floor / Oven / Microwave,606000,202000,1.5 %,2240,2091,1352,739,2200.0,0.03,109.0,True
23436582,https://www.propertyguru.com.sg/listing/23436582,The Scala @ Lorong Chuan,808000,NEGOTIABLE,1,1,474,1704.64,136 Serangoon Avenue 3 554476 Hougang / Punggol / Sengkang (D19),https://www.google.com/maps/search/136+Serangoon+Avenue+3+554476+Hougang+/+Punggol+/+Sengkang+(D19),D19,4 mins (330 m) to CC14 Lorong Chuan MRT / 10 mins (750 m) to CC13/NE12 Serangoon MRT,Fully Furnished,2013,High Floor,No,,Air-Conditioning / Balcony / Bed / Fridge / High Floor / Living Room Furniture / Oven / Microwave / Renovated / Washing Machine,606000,202000,1.5 %,2240,2091,1352,739,2235.0,0.03,144.0,True
23592230,https://www.propertyguru.com.sg/listing/23592230,Casablanca,808000,NEGOTIABLE,2,2,936,863.25,25 Rosewood Drive 737919 Admiralty / Woodlands (D25),https://www.google.com/maps/search/25+Rosewood+Drive+737919+Admiralty+/+Woodlands+(D25),D25,10 mins (720 m) to NS9/TE2 Woodlands MRT / 13 mins (980 m) to TE3 Woodlands South MRT,Unfurnished,2006,Middle Floor,No,,Air-Conditioning / Bathtub / Bombshelter / Cooker Hob/Hood / Corner Unit / Swimming Pool View / Water Heater,606000,202000,1.5 %,2240,2091,1352,739,2200.0,0.03,109.0,True
23505701,https://www.propertyguru.com.sg/listing/23505701,Kingsford Hillview Peak,808000,VIEW TO OFFER,1,1,549,1471.77,105 Hillview Rise 667968 Dairy Farm / Bukit Panjang / Choa Chu Kang (D23),https://www.google.com/maps/search/105+Hillview+Rise+667968+Dairy+Farm+/+Bukit+Panjang+/+Choa+Chu+Kang+(D23),D23,6 mins (430 m) to DT3 Hillview MRT / 8 mins (580 m) to DT2 Cashew MRT,Fully Furnished,2016,Middle Floor,No,S$ 200.00 /mo,Air-Conditioning / Balcony / Cooker Hob/Hood / Park / Greenery View / Renovated / Water Heater,606000,202000,1.5 %,2240,2091,1352,739,2010.0,0.03,-81.0,False
21934245,https://www.propertyguru.com.sg/listing/21934245,Siglap V,808000,NEGOTIABLE,1,1,581,1390.71,2 First Street 458278 East Coast / Marine Parade (D15),https://www.google.com/maps/search/2+First+Street+458278+East+Coast+/+Marine+Parade+(D15),D15,11 mins (820 m) to TE28 Siglap MRT,Partially Furnished,2014,Low Floor,No,S$ 0.00 /mo,Barbeque Area / Basement car park / Gymnasium room / Swimming pool,606000,202000,1.5 %,2240,2091,1352,739,1875.0,0.03,-216.0,False
23512739,https://www.propertyguru.com.sg/listing/23512739,Roots @ Transit,809000,,2,1,667,1212.89,9 Transit Road 778885 Mandai / Upper Thomson (D26),https://www.google.com/maps/search/9+Transit+Road+778885+Mandai+/+Upper+Thomson+(D26),D26,10 mins (720 m) to TE4 Springleaf MRT,Unfurnished,2019,Low Floor,No,,Air-Conditioning / Balcony / Cooker Hob/Hood / Corner Unit / High Floor / Intercom / Water Heater,606750,202250,1.5 %,2243,2094,1354,740,2200.0,0.03,106.0,True
21715370,https://www.propertyguru.com.sg/listing/21715370,Nine Residences,810000,NEGOTIABLE,2,2,700,1157.14,Yishun Avenue 9 760000 Sembawang / Yishun (D27),https://www.google.com/maps/search/Yishun+Avenue+9+760000+Sembawang+/+Yishun+(D27),D27,11 mins (820 m) to NS13 Yishun MRT,Fully Furnished,2017,High Floor,No,S$ 0.00 /mo,Air-Conditioning / Balcony / Cooker Hob/Hood / Fridge / High Floor / Oven / Microwave / Washing Machine / Water Heater,607500,202500,1.5 %,2245,2097,1356,741,2365.0,0.04,268.0,True
20685210,https://www.propertyguru.com.sg/listing/20685210,eCO,810000,VIEW TO OFFER,1,1,581,1394.15,215 Bedok South Avenue 3 469307 Bedok / Upper East Coast (D16),https://www.google.com/maps/search/215+Bedok+South+Avenue+3+469307+Bedok+/+Upper+East+Coast+(D16),D16,6 mins (470 m) to CG/EW4 Tanah Merah MRT / 12 mins (900 m) to TE30 Bedok South MRT,Fully Furnished,2017,High Floor,"Until 1 Apr, 2022",,Barbeque Area / Children's Playground / Clubhouse / Fitness corner / Lap pool / Multi-Storey Car Park / Pavillion / Pool Deck / Playground / Reflexology Path / Tennis courts / Wading pool,607500,202500,1.5 %,2245,2097,1356,741,2090.0,0.03,-7.0,False
23416517,https://www.propertyguru.com.sg/listing/23416517,Ripple Bay,810000,STARTING FROM,2,2,775,1045.16,16 Pasir Ris Link 518166 Pasir Ris / Tampines (D18),https://www.google.com/maps/search/16+Pasir+Ris+Link+518166+Pasir+Ris+/+Tampines+(D18),D18,13 mins (980 m) to CR4 Pasir Ris East MRT,,2016,Middle Floor,No,S$ 254.00 /mo,Air-Conditioning / Balcony / Intercom / Swimming Pool View / Renovated / Water Heater,607500,202500,1.5 %,2245,2097,1356,741,2213.0,0.03,116.0,True
23066888,https://www.propertyguru.com.sg/listing/23066888,Vue 8 Residence,810000,VIEW TO OFFER,2,1,700,1157.14,Pasir Ris Heights 519000 Pasir Ris / Tampines (D18),https://www.google.com/maps/search/Pasir+Ris+Heights+519000+Pasir+Ris+/+Tampines+(D18),D18,2 mins (170 m) to CP2 Elias MRT,Partially Furnished,2017,High Floor,No,,Air-Conditioning / Balcony / Corner Unit / High Floor / Intercom / Water Heater,607500,202500,1.5 %,2245,2097,1356,741,2305.0,0.03,208.0,True
23567647,https://www.propertyguru.com.sg/listing/23567647,eCO,810000,NEGOTIABLE,1,1,581,1394.15,281 Bedok South Avenue 3 465459 Bedok / Upper East Coast (D16),https://www.google.com/maps/search/281+Bedok+South+Avenue+3+465459+Bedok+/+Upper+East+Coast+(D16),D16,9 mins (680 m) to CG/EW4 Tanah Merah MRT / 11 mins (830 m) to TE30 Bedok South MRT,Partially Furnished,2017,High Floor,No,,Air-Conditioning / Balcony / City View / Fridge / High Floor / Swimming Pool View,607500,202500,1.5 %,2245,2097,1356,741,2090.0,0.03,-7.0,False
